bookId,tag,title,cover,author,press,year,pageNum,price,rate,starList,summary,detailLink,createTime,comment_len,commentList
0,小说,素食者,https://img3.doubanio.com/view/subject/s/public/s33956462.jpg,[韩] 韩江,四川文艺出版社,2021-9,208,48,8.1,"[31.7, 48.8, 17.0, 1.8, 0.6]",亚洲首位国际布克文学奖得主获奖作品我在写作时，经常会思考这些问题：人类的暴力能达到什么程度；如何界定理智和疯狂；我们能在多大程度上理解别人。我希望《素食者》可以回答我的这些问题。我想通过《素食者》刻画一个誓死不愿加入人类群体的女性。——韩江在国家布克文学奖颁奖礼上的 致辞编辑推荐：1亚洲唯一布克国际 文学奖获奖作品连续击败两位诺贝尔文学奖得主帕慕克和大江健三郎代表作《我脑袋里的怪东西》、《水死》、“那不勒斯四部曲”终曲《失踪的孩子》等154本全球热门佳作赢得桂冠同时，这也是布克国际历史上第一次颁奖给单本书（之前都是颁给作者终生成就）2 享誉全球的现象级杰作，锐利如刀锋，把整个人类社会推上靶场。荣膺韩国最高文学奖李箱文学奖、全球售出43个国家和地区版权，累计销量突破600万册。《时代周刊》、《华尔街日报》、《经济学人》、《出版人周刊》等...,https://book.douban.com/subject/35534519/,2021-09-24,44805,"[{""userName"": ""\u843d\u5c71\u9685"", ""star"": 1, ""bookId"": 0, ""userId"": 59, ""createTime"": ""2021-10-31"", ""content"": ""\u5230\u5e95\u662f\u8c01\u5728\u7092\u8fd9\u79cd\u6210\u8272\u7684\u5783\u573e\u6587\u5b57\uff1f""}, {""userName"": ""\u6843\u82b1\u77f3\u4e0a\u4e66\u751f"", ""star"": 5, ""bookId"": 0, ""userId"": 27, ""createTime"": ""2021-09-09"", ""content"": ""\u4e4b\u524d\u8bfb\u8fc7\u4e0d\u5c11\u97e9\u56fd\u5c0f\u8bf4\u90fd\u662f\u793e\u4f1a\u6d41\uff0c\u8fd9\u7ed9\u6211\u4e00\u79cd\u611f\u89c9\u5c31\u662f\u97e9\u56fd\u4eba\u5f88\u5584\u4e8e\u5256\u6790\u793e\u4f1a\u4f46\u662f\u4e0d\u64c5\u957f\u5199\u201c\u771f\u6b63\u7684\u6587\u5b66\u201d\u2014\u2014\u4f46\u300a\u7d20\u98df\u8005\u300b\u4e0d\u4e00\u6837\uff0c\u5b83\u6709\u5f3a\u70c8\u7684\u6587\u5b66\u6027\uff0c\u4e0d\u5728\u4e8e\u8bed\u8a00\u7684\u4f18\u7f8e\uff08\u548c\u5176\u4ed6\u7684\u97e9\u8bed\u8bd1\u672c\u4e00\u6837\u6734\u7d20\u5230\u8c08\u4e0d\u4e0a\u4f18\u7f8e\uff09\uff0c\u5374\u5145\u6ee1\u9690\u55bb\uff0c\u4ee4\u4eba\u5fc3\u6298\u548c\u5fc3\u75db\uff1a\u5728\u8fd9\u4e2a\u5145\u6ee1\u4ee4\u4eba\u7a92\u606f\u7684\u201c\u8089\u7684\u6c14\u5473\u201d\u7684\u4e16\u754c\uff0c\u8fd9\u4e2a\u5973\u4eba\u60f3\u8981\u53d8\u6210\u4e00\u68f5\u6811\uff0c\u65e0\u8bba\u662f\u5979\u8fd8\u662f\u5979\u8eab\u8fb9\u7684\u4eba\uff0c\u90fd\u6323\u624e\u4e8e\u65e0\u5948\u548c\u8352\u8c2c\u3002\u9b4f\u5c0f\u6cb3\u7528\u300a\u53d8\u5f62\u8bb0\u300b\u6765\u5bf9\u7167\u8fd9\u672c\u4e66\uff0c\u771f\u6070\u5f53\u3002""}, {""userName"": ""\u6709\u8033"", ""star"": 5, ""bookId"": 0, ""userId"": 52, ""createTime"": ""2024-10-11"", ""content"": ""\u8ba9\u6211\u4eec\u4e00\u8d77\u6765\u606d\u559c\u8fd9\u4f4d\u4f1f\u5927\u7684\u5973\u6027\uff01\uff01\uff01\u97e9\u5973\u4e0a\u684c\u4e86\uff01\u5c5e\u4e8e\u6211\u4eec\u4e1c\u4e9a\u5973\u6027\u7684\u5171\u632f\u65f6\u523b\uff01\uff01\u606d\u559c\u4e9a\u6d32\u7b2c\u4e00\u4f4d\u83b7\u5f97\u8bfa\u8d1d\u5c14\u6587\u5b66\u5956\u7684\u5973\u4f5c\u5bb6\ud83e\udef0\ud83c\udffb""}, {""userName"": ""\u4e2b\u51e0_\u7ca5"", ""star"": 2, ""bookId"": 0, ""userId"": 23, ""createTime"": ""2021-09-24"", ""content"": ""\u6211\u4e0d\u592a\u80fd\u660e\u767d\u8fd9\u79cd\u7531\u7cbe\u795e\u5931\u5e8f\u7684\u5453\u8bed\u5806\u53e0\u8d77\u7684\u753b\u9762\u5f0f\u5c0f\u8bf4\uff0c\u662f\u8c61\u5f81\u7684\u5931\u8d25\u3002""}]"
1,小说,长安的荔枝,https://img3.doubanio.com/view/subject/s/public/s34327482.jpg,马伯庸,湖南文艺出版社,2022-10,224,45.00,8.5,"[44.4, 45.4, 9.5, 0.5, 0.1]",大唐天宝十四年，长安城的小吏李善德突然接到一个任务：要在贵妃诞日之前，从岭南运来新鲜荔枝。荔枝“一日色变，两日香变，三日味变”，而岭南距长安五千余里，山水迢迢，这是个不可能完成的任务，可为了家人，李善德决心放手一搏：“就算失败，我也想知道，自己倒在距离终点多远的地方。”《长安的荔枝》是马伯庸备受好评的历史小说。唐朝诗人杜牧的一句“一骑红尘妃子笑，无人知是荔枝来”一千多年来引发了人们的无限遐想，但鲜荔枝的保鲜时限仅有三天，这场跨越五千余里的传奇转运之旅究竟是如何达成的，谁让杨贵妃在长安吃到了来自岭南的鲜荔枝？作者马伯庸就此展开了一场脑洞非常大的想象。沿袭马伯庸写作一贯以来的时空紧张感，不仅让读者看到了小人物的乱世生存之道，也感受到了事在人为的热血奋斗。随书附赠“荔枝鲜转运舆图”。★ 编辑推荐唐朝诗人杜牧的一句“一骑红尘妃子笑，无人知是荔枝来”...,https://book.douban.com/subject/36104107/,2022-11-10,83983,"[{""userName"": ""\u5218\u5c0f\u662d"", ""star"": 5, ""bookId"": 1, ""userId"": 49, ""createTime"": ""2022-12-30"", ""content"": ""\u8bf4\u5b9e\u8bdd\u6211\u4e00\u76f4\u4e0d\u7b97\u662f\u9a6c\u5148\u751f\u7684\u7c89\u4e1d\uff0c\u770b\u8fc7\u4e00\u4e9b\u4ed6\u7684\u4e66\u603b\u89c9\u5f97\u8be6\u5b9e\u6709\u4f59\u7075\u6c14\u4e0d\u8db3\uff08\u4e2a\u4eba\u89c2\u70b9\u8bf7\u52ff\u4ecb\u610f\uff09\uff0c\u5bb9\u6613\u770b\u5f97\u7d2f\u3002\u4f46\u8fd9\u672c\u771f\u662f\u60ca\u8273\uff0c\u6211\u5df2\u7ecf\u5728\u60f3\u6539\u7f16\u6210\u7535\u5f71\u7684\u8bdd\u8c01\u6765\u6f14\u5408\u9002\u4e86\u3002\u5927\u5386\u53f2\u4e8b\u4ef6\u4e0b\u7684\u4e00\u4e2a\u666e\u901a\u4eba\uff0c\u7528\u6570\u5b57\u62c6\u89e3\u590d\u6742\u7684\u4efb\u52a1\uff0c\u89c6\u89d2\u72ec\u7279\u60c5\u8282\u52a8\u4eba\u3002""}, {""userName"": ""\u662f\u6770\u897f\u963f"", ""star"": 5, ""bookId"": 1, ""userId"": 86, ""createTime"": ""2022-11-12"", ""content"": ""\u674e\u5584\u5fb7\uff1a\u4e2d\u56fd\u5de5\u4e1a\u5de5\u7a0b\u8fd0\u7b79\u5b66\u521b\u59cb\u4eba\u3002Vehicle Routing Problem \u7684\u53d1\u73b0\u8005\u548c\u5b9e\u8df5\u5bb6\u3002""}, {""userName"": ""\u7eff\u5c71\u5899"", ""star"": 2, ""bookId"": 1, ""userId"": 64, ""createTime"": ""2022-10-18"", ""content"": ""\u6691\u5047\u770b\u7684 \u770b\u5230\u8fd9\u4e2a\u4e2d\u5e74\u7537\u4eba\u63cf\u5199\u4ed6\u5e74\u8f7b\u7684\u65f6\u5019\u59bb\u5b50\u5c11\u5973\u7684\u4f53\u9999\u548c\u8eab\u8eaf\u7684\u65f6\u5019\u771f\u7684\u89c2\u611f\u4e0d\u8212\u670d\uff0c\u5305\u62ec\u90a3\u4e2a\u5c11\u6c11\u5c11\u5973\u2026\u2026\u4e2d\u5e74\u7537\u4eba\u4f60\u4eec\u7684yy\u771f\u7684\u4ece\u672a\u505c\u6b62\uff0c\u65e0\u8bba\u5728\u4ec0\u4e48\u9898\u6750\u4e0a\u90fd\u653e\u4e0d\u4e0b\u8fd9\u79cd\u7f57\u66fc\u8482\u514b\u5462\u2026\u2026""}, {""userName"": ""original sin"", ""star"": 1, ""bookId"": 1, ""userId"": 72, ""createTime"": ""2024-02-06"", ""content"": ""\u8fd9\u672c\u4e66\u6211\u770b\u5b8c\u7684\u611f\u89c9\u662f\uff0c\u60c5\u8282\u4e0d\u5982\u7f51\u6587\u6709\u8da3\uff0c\u601d\u60f3\u4e0d\u5982\u4e25\u8083\u6587\u5b66\u6df1\u523b\uff0c\u5f88\u5be1\u6de1""}, {""userName"": ""\u75d8\u75d8\u7684\u9752\u6625"", ""star"": 3, ""bookId"": 1, ""userId"": 65, ""createTime"": ""2022-11-10"", ""content"": ""\u770b\u7740\u603b\u89c9\u5f97\u66f4\u50cf\u7535\u5f71\u8349\u7a3f""}]"
2,小说,食南之徒,https://img3.doubanio.com/view/subject/s/public/s34823157.jpg,马伯庸,湖南文艺出版社,2024-4,269,56.00,8.3,"[37.2, 47.8, 13.9, 0.9, 0.2]",【内容简介】最贪吃的大汉使者唐蒙，来到了最会吃的南越之国。这里食材丰富，简直就是饕餮之徒的梦想之地。然而，在美食背后，却涌动着南北对峙、族群隔阂、权位争斗、国策兴废……种种波谲云诡，竟比岭南食材的风味更加复杂。这个懒散的大汉使者，身陷岭南的政争漩涡。他唯 一能信赖的伙伴，只有食物；唯一的破局之法，只有追求极致美食的心。谁都没想到，那一缕微妙滋味，竟关乎大汉与南越国运，乃至于整个中华版图……【编辑推荐】《食南之徒》是马伯庸2024年全新长篇历史小说。贪吃的汉使唐蒙来到饕餮圣地南越，没想到卷入南越宫廷的政争之中，南北对峙、族群隔阂、权位争斗、国策兴废……时局波谲云密，他能信赖的只有美食，能够破局的也只有那颗追求极致美食的心。更没人想到，唐蒙敏感的味觉竟然拓展了大汉对中华版图的认知……美食不会骗人，每个人在它面前，都会露出本性。1.马伯庸...,https://book.douban.com/subject/36710597/,2024-04-05,14099,"[{""userName"": ""\u771f\u7684\u6709\u732b\u4e86"", ""star"": 1, ""bookId"": 2, ""userId"": 37, ""createTime"": ""2024-04-23"", ""content"": ""\u4e66\u5e97\u4e70\u4e86\u6b63\u7248 \u8d8a\u8bfb\u8d8a\u60f3\u5410 \u6700\u540e\u6254\u5730\u94c1\u7ad9\u4e86 \u5e0c\u671b\u9047\u5230\u6709\u7f18\u4eba""}, {""userName"": ""\u5bb9\u6613"", ""star"": 4, ""bookId"": 2, ""userId"": 82, ""createTime"": ""2024-04-29"", ""content"": ""\u5199\u5f97\u633a\u50cf\u4e00\u76d8\u5927\u68cb\uff0c\u7ed3\u5c40\u50cf\u662f\u88ab\u538b\u8f74\u83dc\u4e0a\u4e86\u4e2a\u897f\u7ea2\u67ff\u9e21\u86cb\u6c64\u3002""}, {""userName"": ""\u70b9\u4e0e\u7ebf"", ""star"": 4, ""bookId"": 2, ""userId"": 47, ""createTime"": ""2024-04-03"", ""content"": ""\u201c\u571f\u4eba\u56fa\u7136\u53cd\u6c49\uff0c\u79e6\u4eba\u4e5f\u672a\u89c1\u5f97\u4eb2\u6c49\uff0c\u4ed6\u4eec\u53ea\u60f3\u7ef4\u6301\u73b0\u72b6\uff0c\u5c45\u4e2d\u6e14\u5229\u800c\u5df2\u3002\u201d\u54c8\u54c8\u54c8\u8fd9\u53e5\u8bdd\u5c5e\u5b9e\u662f\u501f\u53e4\u55bb\u4eca\u7684\u9192\u4e16\u6052\u8a00\u4e86\uff0c\u9a6c\u4eb2\u738b\u786e\u662f\u6b64\u9053\u5999\u4eba\u3002\u5168\u4e66\u4ee5\u4e00\u79cd\u4e3b\u89d2\u4e0d\u65ad\u5bfb\u89c5\u7ebf\u7d22\u67e5\u6848\u7684\u5f62\u5f0f\u5c55\u5f00\uff0c\u9887\u6709\u4e9b\u5bb6\u8bbf\u5f0f\u63a8\u7406\u5c0f\u8bf4\u7684\u6c14\u6c1b\uff0c\u591a\u5904\u4f0f\u7ebf\u56de\u6536\u4e5f\u5f88\u6709\u610f\u601d\u3002\u4e0d\u8fc7\u5510\u8499\u8fd9\u4e2a\u201c\u7f8e\u98df\u4fa6\u63a2\u201d\u7684\u5f62\u8c61\u80fd\u591f\u7acb\u8d77\u6765\uff0c\u7ec8\u7a76\u8fd8\u662f\u591a\u4e8f\u4f5c\u8005\u5bf9\u7f8e\u98df\u4e43\u81f3\u535a\u7269\u77e5\u8bc6\u7684\u6316\u6398\u3002\u8981\u77e5\u9053\u4ee5\u4e00\u672c\u80cc\u666f\u662f\u6c49\u6b66\u5e1d\u5efa\u5143\u516d\u5e74\uff08\u524d135\u5e74\uff09\u7684\u5c0f\u8bf4\u800c\u8a00\uff0c\u6b63\u786e\u63cf\u7ed8\u5f53\u65f6\u7684\u996e\u98df\u573a\u666f\u7edd\u975e\u6613\u4e8b\uff0c\u7a0d\u6709...""}, {""userName"": ""Zyaire Cheung"", ""star"": 4, ""bookId"": 2, ""userId"": 37, ""createTime"": ""2024-04-05"", ""content"": ""\u545c\u545c\u545c\u7518\u8517\u592a\u60e8\u4e86\uff0c\u5415\u5609\u8fd9\u53ae\u9634\u8fa3\u65e0\u6bd4\uff0c\u8fd8\u597d\u5510\u8499\u5b8c\u6210\u4e86\u4f7f\u547d\u3002""}]"
3,小说,恶女的告白,https://img9.doubanio.com/view/subject/s/public/s34917944.jpg,[日] 叶真中显,中国友谊出版公司,2024-9,296,55,8.3,"[36.9, 46.8, 14.3, 1.4, 0.5]",1 日本社会派推理大师叶真中显新作日本推理作家协会奖、《这本推理小说了不起》大奖、《周刊文春》年度推理小说榜、日本推理文学大奖新人奖、渡边淳一文学奖、吉川英治文学新人奖、书店大奖、大薮春彦奖获得者新作。2 时隔十年，《绝叫》后，再写“恶女”的复仇与重生这部作品以“性别歧视”“性暴力”为主题。不客气地说，现在的日本社会是为男性而创造的， 即所谓的“男权社会”。我本身就是男权既得利益者，无法置身事外。我想通过这部作品，重新审视这样的社会。——叶真中显3 本作、作中作、作中作中作层层反转不杀了他们，我就会被他们杀死知晓一切的你，愿意成为我的共犯吗？“太郎涨大的生殖器上有无数烫痕。之前的饲主用的是火烧，那我就试着把它切了吧。”七年前文学编辑梨帆收到了一篇叫做《养狗》的投稿，小说充斥着残暴的施虐倾向和对男性的嫌恶。作品被评为“重口味、贬低男性”...,https://book.douban.com/subject/36743030/,2024-10-25,6320,"[{""userName"": ""\u6625\u7af9"", ""star"": 5, ""bookId"": 3, ""userId"": 34, ""createTime"": ""2024-09-06"", ""content"": ""\u5815\u80ce\u4e0d\u662f\u6740\u4eba\uff0c\u5f3a\u8feb\u4e0d\u662f\u559c\u6b22\uff0c\u4e0d\u8981\u88ab\u7231\u7ed1\u67b6\uff0c\u5982\u679c\u6740\u6389\u8be5\u6b7b\u7684\u4eba\u88ab\u79f0\u4e3a\u9519\u8bef\uff0c\u90a3\u6211\u81ea\u613f\u6210\u4e3a\u5171\u72af\u3002\u300a\u517b\u72d7\u300b\u8fd9\u7bc7\u5c0f\u8bf4\u4e2d\u7684\u5c0f\u8bf4\u5199\u7684\u592a\u597d\u4e86\uff0c\u592a\u9707\u64bc\u4e86\u3002""}, {""userName"": ""\u30b7\u30c9\u3068\u767d\u663c\u5922"", ""star"": 5, ""bookId"": 3, ""userId"": 57, ""createTime"": ""2024-10-18"", ""content"": ""\u201c\u533a\u533a\u7231\u800c\u5df2\uff0c\u522b\u8f93\u7ed9\u5b83\u201d\n\u4e2d\u95f4\u770b\u54ed\u4e86\u65e0\u6570\u6b21\uff0c\u53f6\u771f\u4e2d\u8001\u5e08\u592a\u4f1a\u5199\u4e86\ud83d\ude2d\ud83d\ude2d\uff08\u67d0\u4e9b\u51fa\u7248\u793e\u6709\u75c5\u5c31\u53bb\u6cbb\uff0c\u522b\u53d6\u8fd9\u79cd\u6807\u9898\u6076\u5fc3\u8bfb\u8005\ud83d\ude05\uff09""}, {""userName"": ""\u5cb1\u5ddd"", ""star"": 5, ""bookId"": 3, ""userId"": 88, ""createTime"": ""2024-10-22"", ""content"": ""\u5979\u4e3a\u6211\u62d3\u5bbd\u7684\u4e16\u754c\uff0c\u518d\u4e5f\u4e0d\u4f1a\u6536\u7a84\u4e86\u3002""}, {""userName"": ""\u4e39\u4e09\u5c11"", ""star"": 5, ""bookId"": 3, ""userId"": 53, ""createTime"": ""2024-11-12"", ""content"": ""\u53eb\u300a\u6f2b\u957f\u7684\u5348\u540e\u300b\u72af\u4ec0\u4e48\u7684\u516b\u5b57\u5417""}, {""userName"": ""momo"", ""star"": 5, ""bookId"": 3, ""userId"": 95, ""createTime"": ""2024-10-25"", ""content"": ""\u672c\u4eba\u5bf9\u7537\u4f5c\u5bb6\u4f5c\u54c1\u7684\u6700\u9ad8\u8bc4\u4ef7\u5c31\u662f\u201c\u521a\u5f00\u59cb\u770b\u8fd8\u4ee5\u4e3a\u662f\u5973\u4f5c\u5bb6\u5199\u7684\u201d\u3002\u6211\u4f9d\u7136\u4e0d\u76f8\u4fe1\u6709\u6d3b\u7740\u7684\u5973\u6743\u7537\uff0c\u4f46\u662f\u8fd9\u672c\u786e\u5b9e\u5237\u65b0\u4e86\u6211\u5bf9\u7537\u4f5c\u5bb6\u4f5c\u54c1\u7684\u5370\u8c61\u3002\n\u629b\u5f00\u88ab\u5fae\u8bfb\u8bc4\u8bba\u8352\u8c2c\u7684\u201c\u662f\u4e3a\u4e86\u53d6\u60a6\u6781\u7aef\u5973\u6743\u800c\u5199\u201d\u7684\u8272\u5f69\u5f71\u54cd\uff0c\u8fd9\u672c\u4e66\u5728\u4eba\u7269\u5851\u9020\u548c\u53d9\u8be1\u8bbe\u8ba1\u4e0a\u4e5f\u5f88\u51fa\u5f69\u3002\u6b64\u5904\u62c9\u8e29\u4e1c\u91ce\u572d\u543e""}]"
4,小说,太白金星有点烦,https://img9.doubanio.com/view/subject/s/public/s34544956.jpg,马伯庸,湖南文艺出版社,2023-6,276,45.00,9.0,"[61.8, 31.7, 5.8, 0.5, 0.2]",太白金星李长庚最近有点烦。天庭和西天联合推出了“西天取经”的重大项目，他受命策划九九八十一难，确保唐僧能安全走完流程，平稳取经成佛。老神仙本以为一切尽在掌控中，谁知天大的麻烦才刚刚开始：费用报销、工作汇报、人事安排、各路大仙塞来的条子、各地妖怪暗藏的心思，捋不出的千头万缕，做不完的琐碎繁杂……当大闹天宫的真相重新浮出水面，牵扯出无数因果，李长庚发觉自己成就金仙的道路越加渺茫。【编辑推荐】这是每一个成年人应该重读的西游故事。太白金星李长庚最近有点烦。天庭和西天联合推出了“西天取经”的重大项目，他受命策划九九八十一难，确保项目无虞。老神仙本以为一切尽在掌控中，谁知天大的麻烦才刚刚开始。项目过程中，如何报销活动费用？如何写工作汇报？如何平衡不同上级的诉求？如何应对突发状况？如何解决人事纠纷？一系列问题在不改变经典著作《西游记》结局的基础上展开了丰...,https://book.douban.com/subject/36328704/,2023-10-04,48650,"[{""userName"": ""\u9526\u7ffc"", ""star"": 5, ""bookId"": 4, ""userId"": 35, ""createTime"": ""2023-11-12"", ""content"": ""\u8fd9\u662f\u628a\u300a\u897f\u6e38\u8bb0\u300b\u91cc\u7684\u90a3\u4e9bBUG\u5f7b\u5e95\u73a9\u8f6c\u4e86\uff0c\u6bd4\u5982\u5b59\u609f\u7a7a\u4e3a\u4ec0\u4e48\u524d\u540e\u6cd5\u529b\u4e0d\u4e00\u6837\uff0c\u5927\u95f9\u5929\u5bab\u65f6\u6253\u904d\u5929\u4e0a\u65e0\u654c\u624b\uff0c\u53d6\u7ecf\u8def\u4e0a\u5929\u5929\u627e\u4eba\u5e2e\u5fd9\u3002\u6bd4\u5982\u9752\u72ee\u7cbe\u4e3a\u4ec0\u4e48\u51fa\u73b0\u4e24\u6b21\u7b49\u7b49\uff0c\u6709\u8da3\u3002\u6700\u6709\u8da3\u7684\u8fd8\u662f\u73b0\u5b9e\u7684\u5199\u7167\uff0c\u6bcf\u4e2a\u4e0a\u73ed\u65cf\u90fd\u80fd\u627e\u5230\u81ea\u5df1\u7684\u5f71\u5b50\uff0c\u6211\u662f\u4e00\u4e2a\u8d22\u52a1\uff0c\u770b\u5230\u674e\u957f\u5e9a\u8d85\u671f\u62a5\u9500\u65f6\uff0c\u8d75\u516c\u660e\u90a3\u756a\u8bdd\uff0c\u6211\u8fd8\u771f\u662f\u7ecf\u5e38\u7ed9\u62a5\u9500\u7684\u4eba\u8bf4\uff0c\u8fd8\u7ecf\u5e38\u8ba9\u5199\u8bf4\u660e\uff0c\u8fd8\u8981\u627e\u4e3b\u7ba1\u9886\u5bfc\u7b7e\u5b57\uff0c\u770b\u5f97\u6211\u53c8\u60ca\u53c8\u6127\uff0c\u4f46\u6211\u4e5f\u4e0d\u60f3\u554a\uff0c\u540e\u9762\u8fd8\u6709\u5ba1\u8ba1\u5462\uff0c\u8fd8\u6709\u4e0a\u7ea7\u68c0\u67e5\u5462\u2026\u2026\u54e6\uff0c\u4ee3\u5165\u592a\u6df1...""}, {""userName"": ""STONER"", ""star"": 5, ""bookId"": 4, ""userId"": 48, ""createTime"": ""2024-06-29"", ""content"": ""\u524d\u534a\u6bb5\u90fd\u662f\u6df7\u79d1\u6253\u6ed1\u7684\u804c\u573a\u751f\u5b58\u624b\u518c\uff0c\u6700\u540e\u4e00\u523b\u6253\u52a8\u6211\u7684\u8fd8\u662f\uff0c\u7384\u5958\u7684\u4f5b\u5fc3\u4e0e\u609f\u7a7a\u7684\u8d64\u5b50\u4e4b\u5fc3\u3002\u201c\u8981\u7231\u5177\u4f53\u7684\u4eba\uff0c\u6bd4\u8d77\u505a\u9ad8\u9ad8\u5728\u4e0a\u7684\u4f5b\u9640\uff0c\u6211\u8fd8\u662f\u613f\u610f\u505a\u4e00\u4e2a\u6d41\u6d6a\u7684\u82e6\u884c\u50e7\u201d\u3002\u201c\u4ed6\u662f\u88ab\u9547\u524d\u6124\u6012\u7684\u6211\uff0c\u6211\u662f\u6b7b\u5fc3\u540e\u82df\u6d3b\u7684\u4ed6\uff0c\u4ed6\u53ea\u6709\u9b42\u9b44\uff0c\u6211\u4ec5\u5269\u6b8b\u8eaf\uff0c\u6211\u8981\u627e\u5230\u4ed6\uff0c\u6211\u8fd8\u4ed6\u4e00\u6bb5\u56e0\u679c\u201d\u3002\u70ed\u8840\u6563\u53bb\uff0c\u613f\u6211\u4eec\u8fd8\u80fd\u4e0d\u5fd8\u521d\u5fc3\u3002""}, {""userName"": ""\u56e7\u4e4b\u5973\u795edaisy"", ""star"": 4, ""bookId"": 4, ""userId"": 85, ""createTime"": ""2023-10-06"", ""content"": ""\u4eba\u4eba\u90fd\u77e5\u9053\u8fd9\u4e2a\u6545\u4e8b\u91cc\u7684\u767e\u82b1\u7f9e\u662f\u5bf9\u5e94\u7684\u8c01\u3002\u767e\u82b1\u7f9e\u7684\u82e6\u96be\u662f\u8fd9\u4e2a\u6545\u4e8b\u4e0b\u7684\u51b0\u5ddd\u548c\u6697\u7ebf\uff0c\u5ae6\u5a25\u662f\u4e2a\u5929\u5ead\u4e0a\u7684\u767e\u82b1\u7f9e\uff0c\u7384\u5958\u8bf4\u6211\u7684\u6bcd\u4eb2\u4e5f\u662f\u4e00\u4f4d\u767e\u82b1\u7f9e\u3002\u8fd9\u662f\u4e2a\u5145\u6ee1\u4e86\u767e\u82b1\u7f9e\u7684\u4e16\u754c\u3002""}, {""userName"": ""\u534a\u751f\u4e0d\u719f"", ""star"": 4, ""bookId"": 4, ""userId"": 20, ""createTime"": ""2024-05-03"", ""content"": ""\u884c\u6587\u6d41\u7545\u3002\u6700\u641e\u7b11\u7684\u662f\u725b\u90ce\u7ec7\u5973\u88ab\u7f5a\u6bcf\u5e74\u76f8\u4f1a\u4e00\u6b21\uff0c\u5929\u4e0a\u4e00\u65e5\uff0c\u4eba\u95f4\u4e00\u5e74\uff0c\u4e8e\u662f\u7ec7\u5973\u6bcf\u5929\u51c6\u70b9\u4e0b\u73ed\u53bb\u89c1\u8001\u516c\uff0c\u7b11\u6b7b\u3002""}, {""userName"": ""\u66fc\u4ed4"", ""star"": 5, ""bookId"": 4, ""userId"": 54, ""createTime"": ""2023-10-04"", ""content"": ""\u8d85\u51fa\u9884\u671f\u7684\u597d\u770b\uff01\u770b\u524d\u534a\u90e8\u5206\u7684\u65f6\u5019\u867d\u7136\u4e5f\u5f88\u6709\u5a31\u4e50\u6027\uff0c\u4e3b\u8981\u662f\u91cc\u9762\u4eba\u7269\u8bf4\u8bdd\u505a\u4e8b\u7684\u601d\u8def\u5b9e\u5728\u662f\u592a\u4f53\u5236\u5185\u54b1\u8001\u4e2d\u4e86\uff0c\u8bfb\u540e\u4e0d\u514d\u53c8\u597d\u7b11\u53c8\u7b11\u4e0d\u51fa\u6765\u3002\u4f46\u8d8a\u8fd1\u7ed3\u5c3e\u8d8a\u8bfb\u51fa\u6001\u5ea6\uff0c\u5176\u5b9e\u4e5f\u662f\u9a6c\u4f2f\u5eb8\u4e00\u8d2f\u7684\u5ba1\u7f8e\uff0c\u8001\u540f\u7684\u51b2\u52a8\u4e00\u523b\uff0c\u660e\u54f2\u4fdd\u8eab\u8005\u7684\u8840\u6027\u65f6\u5206\uff0c\u529f\u540d\u5229\u7984\u8ffd\u9010\u4e4b\u5916\u4eba\u6027\u7684\u7480\u74a8\u77ac\u95f4\uff0c\u52a8\u4eba\u7684\u4e0d\u5c31\u662f\u8fd9\u4e9b\u3002\u4ee5\u53ca\u5f88\u6709\u610f\u601d\u7684\u4e00\u70b9\uff0c\u897f\u6e38\u8bb0\u539f\u4e66\u672c\u6765\u5c31\u662f\u501f\u897f\u6e38\u8bbd\u55bb\u5f7c\u65f6\u7684\u5b98\u573a\uff0c\u800c\u5982\u4eca\u9a6c\u4f2f\u5eb8\u5199\u897f\u6e38\u6545\u4e8b\uff0c\u4e5f\u5b8c\u5b8c\u5168\u5168\u662f\u6298\u5c04\u5f53\u4e16\u3002\u91cd\u8981\u7684\u6c38\u8fdc\u90fd\u4e0d\u662f\u6545\u4e8b\u8bb2\u8ff0\u7684\u65f6\u4ee3...""}]"
